progress,duration_sec,finished,consent,responsible,owner_surrender,state_prov,long_work,org_type,org_type_other,org_type_recode,intake_type,intake_type_other,intake_type_recode,yearly_dog_intake,percent_owner_surrender,shelter_soft,shelter_soft_other,shelter_soft_recode,shelter_soft_recode1,s1_primary,s1_breed1,s1_purebred,s1_breed2,s1_colour1,s1_colour2,s1_reason1,s1_additional1,s1_reason2,s1_additional2,s1_reason3,s1_additional3,s1_reason4,s1_additional4,s1_reason5,s1_additional5,s1_reason6,s1_additional6,s1_reason7,s1_additional7,s1_reason8,s1_additional8,s1_reason9,s1_additional9,s1_reason10,s2_primary,s2_breed1,s2_purebred,s2_breed2,s2_colour1,s2_colour2,s2_reason1,s2_additional1,s2_reason2,s2_additional2,s2_reason3,s2_additional3,s2_reason4,s2_additional4,s2_reason5,s2_additional5,s2_reason6,s2_additional6,s2_reason7,s2_additional7,s2_reason8,s2_additional8,s2_reason9,s2_additional9,s2_reason10,s3_primary,s3_breed1,s3_purebred,s3_breed2,s3_colour1,s3_colour2,s3_reason1,s3_additional1,s3_reason2,s3_additional2,s3_reason3,s3_additional3,s3_reason4,s3_additional4,s3_reason5,s3_additional5,s3_reason6,s3_additional6,s3_reason7,s3_additional7,s3_reason8,s3_additional8,s3_reason9,s3_additional9,s3_reason10,s4_primary,s4_breed1,s4_purebred,s4_breed2,s4_colour1,s4_colour2,s4_reason1,s4_additional1,s4_reason2,s4_additional2,s4_reason3,s4_additional3,s4_reason4,s4_additional4,s4_reason5,s4_additional5,s4_reason6,s4_additional6,s4_reason7,s4_additional7,s4_reason8,s4_additional8,s4_reason9,s4_additional9,s4_reason10,reason_accurate,percent_human,percent_animal,choose_primary,more_than_one,owner_provide_one,owner_truth,assistance_change,difficult_change,scenarios_reflect,explain_scenarios,order
100,1420,TRUE,"YES, I consent to participate in this study",Yes,Yes,Michigan,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,"""Managed"" - we sometimes have a waitlist for non-urgent situations. Surrenders are by appointment.",Mixed intake types,2500,25,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Rottweiler,Tan,None,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Border Collie,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Siberian Husky,Mixed, Basenji,Tan,White,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Red Merle,Red,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,7,50,50,Just by further interviewing the owner to make that determination. We also always include the rest of the information/reasons for surrender in a note/memo in the animal's record. ,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,8,"The scenarios were accurate, but we have other/different options for surrender reasons and breeds that were not in your list. Using a customizable software is very helpful, so you have tweak the list of surrender reasons. Also- have ""mix"" as a breed option, or just a generic ""shepherd"" as an option. ",Scenario#3-DatainputScenario#1-DatainputScenario#2-DatainputScenario#4-Datainput
100,1076,TRUE,"YES, I consent to participate in this study",Yes,Yes,Saskatchewan,> 2 - 5 years,Private foster-based rescue,,Private shelter/rescue,Other:,Only when one of our foster homes is available to take the dog,Limited intake (only when space in the shelter is available for that animal),300,30,Petpoint,,Petpoint,Petpoint,Behaviour - Growls/Lunges/Claws/Hisses At People,Pit Bull Terrier,Mixed, German Shepherd,Sable,Black,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Pit Bull Terrier,Mixed, Mastiff,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,Pit Bull Terrier,Mixed, Collie Smooth,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Unwanted Litter,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Yellow,Red Roan,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,,,5,92,71,"It is almost never the first thing the owner says but in talking to them more, or letting them talk, the do reveal the reason within what they say.",Strongly Agree,Agree,Strongly Agree,Neutral,Agree,9,"Mostly behavior issues, moving, having a baby.",Scenario#2-DatainputScenario#4-DatainputScenario#1-DatainputScenario#3-Datainput
100,1318,TRUE,"YES, I consent to participate in this study",Yes,Yes,Illinois,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Other:,"Strays walk in, surrenders by appointment",Mixed intake types,1650,35,Chameleon,,Chameleon,Chameleon,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Black Mouthcur,Tan,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Cant Afford Vet Expenses for Procedure/Illness,No,,,,,,,,,,,,,,Unwanted Litter,Greyhound,Mixed, Labrador Retriever,Yellow,White,Unwanted Litter,Yes,Behaviour - Too Active,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Yellow,Tan,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,5,90,40,"So difficult.  I try to put myself in their shoes and give the ""real"" reason that it isn't working out with the pet.  I also try to capture everything that I can from the owner, to tell a new owner.  In doing this, I may uncover a bigger underlying reason.",Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,9,"Owners often have trouble coming to this decision, but typically have their minds made up, by the time they get to our doors.  They often have several reasons why they are surrendering a dog and the more you ask them, the more reasons they give.  I try to focus less on the reasons for surrender (however, of course, I ask) but focus more on the behavior of the dog with the owner at home.",Scenario#1-DatainputScenario#2-DatainputScenario#4-DatainputScenario#3-Datainput
100,1763,TRUE,"YES, I consent to participate in this study",Yes,Yes,Ontario,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,300,20,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Labrador Retriever,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Active,Yes,Behaviour - Bit A Person,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, American Bulldog,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,Labrador Retriever,Mixed, Labrador Retriever,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,White,Red,Behaviour - Keeps Escaping,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,8,71,92,"Whatever prompted the call. In other words the situation or behavior that was most recent to bring them to that decision (which i realize now may not have been consistent with my answers in the scenario questions!). E.g. owner pregnant and dog resource guards. The guarding has not been a problem until the idea of a baby came up, therefore sur reason is ""pregnancy"". However, if dog resource guards and owner is pregnant and dog suddenly bit which hadn't happened before, and is what prompted the surrender, then I would say ""guarding/bite"".",Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,6,"To explain my answer, I think the examples had a lot of ""reasons"" that would contribute to surrenders. And while I do experience that (approximately 60% of the time), I would say there are also some that are very straight-forward (e.g., great dog but fluke incident where he bit 3y old child visiting when they stepped on him, otherwise great with kids and no complaints; great dog but keeps fighting with neighbor's dog, otherwise lives with a dog, good with kids, strangers, no behavior concerns but can't live next door to this particular dog; moving and can't take is a common one and sometimes there are noteworthy behaviors that have been pointed out by the owner but not identified as a problem for them that would contribute to surrender).
In my experience, the majority of dog surrenders have to do with the dog's behavior and I find most people to be upfront about the behaviors.
I also wanted to comment on my breed selection, if an owner identifies a dog as a certain breed (or mixes), we will label it as such unless there is obvious discrepancy. I believe there is a breed bias out there and when we don't know the breed, I find it safe to stick to common, well-known, relatable breeds like ""lab"" and ""shepherd"" and then we just say ""mix"" rather than trying to identify or label secondary breeds.",Scenario#3-DatainputScenario#4-DatainputScenario#2-DatainputScenario#1-Datainput
3,895,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8592,TRUE,"YES, I consent to participate in this study",Yes,Yes,Ontario,Less than six months,Private with municipal contract(s),,Private with municipal contract(s),Open intake (no appointment),,Open intake (no appointment),250,15,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,Labrador Retriever,Mixed, German Shepherd,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Purebred,,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Food/Grooming/General Expenses,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,Unwanted Litter,Labrador Retriever,Mixed, German Shepherd,Tan,White,Unwanted Litter,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Tan,Cream,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,5,50,50,"I would choose the primary reason for surrender based on what the owner is telling me and what the majority of the issues are that she is listing as to why she is surrendering the animal, whether it be behavior, life changing or medical reasons.",Agree,Agree,Somewhat Agree,Neutral,Agree,7,"The scenarios in the survey are similar to those at the shelter as many of the dog surrenders have more then one reason as to why the owner is surrendering the dog.  Most reasons are due to behavioral reasons like in the survey (barking, chewing or peeing in the house) ",Scenario#1-DatainputScenario#3-DatainputScenario#4-DatainputScenario#2-Datainput
100,273,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2704,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 2 - 5 years,Private foster-based rescue,,Private shelter/rescue,Open intake (no appointment),,Open intake (no appointment),50,100,Do not use shelter software,,Do not use shelter software,Do not use shelter software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,White,Red,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Spay/Neuter,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#1-DatainputScenario#3-DatainputScenario#2-Datainput
100,2290,TRUE,"YES, I consent to participate in this study",Yes,Yes,Saskatchewan,5 + years,Other:,Non-Profit Charity Based,Private shelter/rescue,Appointment-based,,Appointment-based,150,58,Petpoint,,Petpoint,Petpoint,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Labrador Retriever,Tan,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, German Shepherd,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Pet Has Anxiety,Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,Unwanted Litter,Whippet,Mixed, Labrador Retriever,Tan,White,Unwanted Litter,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Rust,White,Behaviour - Keeps Escaping,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,5,30,20,Best guess. All animals are unwanted for one reason or another.,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,5,The questions only represent a small fraction of the reasons we get at the Shelter. ,Scenario#2-DatainputScenario#1-DatainputScenario#3-DatainputScenario#4-Datainput
100,1836,TRUE,"YES, I consent to participate in this study",Yes,Yes,Mississippi,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Appointment-based,,Appointment-based,2500,53,Petpoint,,Petpoint,Petpoint,Behaviour - Undersocialized,Labrador Retriever,Mixed, Terrier,Red Brown,Black,Behaviour - Undersocialized,Yes,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),German Shepherd,Mixed, Labrador Retriever,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Collie Smooth,Mixed, German Shepherd,Tan,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Red,Cream,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,,,7,51,71,Usually the first issue mentioned and/or the one talked about most,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,9,Survey covered the most prevalent reasons we hear and are very similar to the ones we hear often,Scenario#1-DatainputScenario#4-DatainputScenario#2-DatainputScenario#3-Datainput
100,2226,TRUE,"YES, I consent to participate in this study",Yes,Yes,Washington,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,"Open intake of stray pets, appointment based for owner surrenders",Mixed intake types,1500,20,ShelterBuddy,,ShelterBuddy,ShelterBuddy,Life Change - New Baby/Divorce/Relation Split/etc.,Black Mouthcur,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Behaviour - Pet Has Anxiety,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,,,Unwanted Litter,Pit Bull Terrier,Mixed, Labrador Retriever,Tan,White,Unwanted Litter,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Pit Bull Terrier,Mixed, Australian Cattle Dog/Red Heeler,White,Red Merle,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Keeps Escaping,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,5,70,60,"The main focus that made the other reasons unbearable, this may not be the first thing they listed, but often is discussed during the conversation in the most detail",Agree,Somewhat Agree,Disagree,Agree,Neutral,6,"Often people list the biggest concern first, for example the wife's allergies as the main reason with not being able to keep him contained and being reactive to other dogs as follow up concerns as to why they are unable to make it work with the allergies, or if an owner has already gone to see their vet about a concerns, like the separation anxiety scenario, they will lead with having seen their veterinarian as proof that their pet is unhappy. In my experience more people are upfront about all of the issues they are having, even if it is to justify to themselves that they need to surrender, if someone is not being upfront it is more likely that they do not want to admit to ownership of an animal for fear of judgement from staff or the public. We see a wide variety of surrender reasons, and behavior concerns, like food guarding, are often brought up with further questioning not because someone is hiding the information, but because they didn't think it was as big of a deal, until say they are having a new baby and feel they can no longer manage it, but they may not think it would be a concern for a new home. In my experience, I do not feel pet owners are intentionally untruthful regarding their reasons for surrender. ",Scenario#1-DatainputScenario#4-DatainputScenario#3-DatainputScenario#2-Datainput
100,1590,TRUE,"YES, I consent to participate in this study",Yes,Yes,Virginia,> 2 - 5 years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),700,30,Petpoint,,Petpoint,Petpoint,Behaviour - Undersocialized,German Shepherd,Mixed, Pit Bull Terrier,Brown,Black,Behaviour - Undersocialized,Yes,Behaviour - Pet Has Anxiety,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Pet Has Anxiety,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Pit Bull Terrier,Blonde,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Undersocialized,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Cream,Red Brown,Behaviour - Undersocialized,Yes,Behaviour - Too Active,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,4,80,80,Try to discern what is being focused on the most heavily. ,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,4,"In our area, the vast majority of owner surrenders are due to behavioral issues presumably caused by a lack of training and socialization. After that, it is typically a financial issue (low income area) or moving (low income and high military area) It is not often that we receive owner surrenders that have made attempts to fix the issue or seek out other options before surrendering. It is not uncommon for us to receive owner surrenders that don't care to give us much information on the animal/they aren't sure. ",Scenario#4-DatainputScenario#1-DatainputScenario#2-DatainputScenario#3-Datainput
100,1151,TRUE,"YES, I consent to participate in this study",Yes,Yes,Michigan,> 1 -  2 years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,500,60,Petpoint,,Petpoint,Petpoint,Behaviour - Too Active,Black Mouthcur,Mixed, German Shepherd,Tan,Blonde,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),German Shorthaired Pointer,Mixed, Lakeland Terrier,Blonde,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,German Shepherd,Mixed, Labrador Retriever,White,Blonde,Behaviour - Keeps Escaping,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,Yes,Cant Afford Vet Expenses for Procedure/Illness,No,,,,,,,,,,,,,,9,50,50,Usually go with what the first issue is.  ,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,9,There is always a wide variety of reasons.  You can never get them all down.   This poll covered a good bit.  ,Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
2,13,FALSE,"YES, I consent to participate in this study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,498,FALSE,"YES, I consent to participate in this study",Yes,Yes,Alberta,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1600,15,Petpoint,,Petpoint,Petpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#1-DatainputScenario#4-DatainputScenario#2-DatainputScenario#3-Datainput
3,56,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,676,FALSE,"YES, I consent to participate in this study",Yes,Yes,Newfoundland and Labrador,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Other:,It’s done with space available at shelter or a foster home ,Limited intake (only when space in the shelter is available for that animal),450,25,Animal Shelter Manager,,Animal Shelter Manager,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#3-DatainputScenario#4-DatainputScenario#1-Datainput
3,296,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,223,FALSE,"YES, I consent to participate in this study",Yes,Yes,Saskatchewan,5 + years,Other:,We use a small pound and foster homes. ,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),400,70,Do not use shelter software,,Do not use shelter software,Do not use shelter software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#3-DatainputScenario#1-DatainputScenario#4-Datainput
100,19,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1438,TRUE,"YES, I consent to participate in this study",Yes,Yes,Wisconsin,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),250,15,Animal Shelter Manager,,Animal Shelter Manager,Other,Life Change - New Baby/Divorce/Relation Split/etc.,Black Mouthcur,Mixed, American Staffordshire Terrier,Tan,Black,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,American Staffordshire Terrier,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,American Staffordshire Terrier,Mixed, German Shepherd,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Unwanted Litter,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Cream,Bronze,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,3,98,75,Choose what we feel is the primary reason. May be vauge like 'unable to cope' with more information on the surrender form that the owner completes.,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,8,Situations vary a lot.,Scenario#4-DatainputScenario#2-DatainputScenario#1-DatainputScenario#3-Datainput
